id;course_date;activity_type;instructor_id;place;presence_marked;cat2;cat3;duration;exam_date;start_time;end_time;time_of_day;examinator_id;training_id
366;2022-11-11 12:00:00;CHL;40;;0;1;1;;;;;;;
367;2023-06-09 12:00:00;CHL;124;;0;1;1;;;;;;;
368;2023-12-08 12:00:00;CHL;146;;0;1;1;;;;;;;
369;2021-10-27 12:00:00;CHL;23;;0;1;1;;;;;;;
370;2022-03-10 12:00:00;CHL;58;;0;1;1;;;;;;;
371;2022-06-06 12:00:00;CHL;108;;0;1;1;;;;;;;
372;2022-10-24 12:00:00;CHL;23;;0;1;1;;;;;;;
373;2023-04-13 12:00:00;CHL;40;;0;1;1;;;;;;;
374;2023-10-12 12:00:00;CHL;58;;0;1;1;;;;;;;
375;2024-05-22 12:00:00;CHL;58;;0;1;1;;;;;;;
376;2023-03-12 12:00:00;CHL;108;;0;1;1;;;;;;;
377;2023-03-13 12:00:00;CHL;88;;0;1;1;;;;;;;
378;2023-03-14 12:00:00;CHL;88;;0;1;1;;;;;;;
379;2023-09-12 12:00:00;CHL;80;;0;1;1;;;;;;;
380;2024-01-18 12:00:00;CHL;72;;0;1;1;;;;;;;
381;2021-07-25 12:00:00;CHL;58;;0;1;1;;;;;;;
382;2021-11-16 12:00:00;CHL;23;;0;1;1;;;;;;;
383;2022-06-21 12:00:00;CHL;58;;0;1;1;;;;;;;
384;2022-12-07 12:00:00;CHL;40;;0;1;1;;;;;;;
385;2023-07-25 12:00:00;CHL;212;;0;1;1;;;;;;;
386;2023-12-06 12:00:00;CHL;108;;0;1;1;;;;;;;
387;2024-06-06 12:00:00;CHL;66;;0;1;1;;;;;;;
388;2021-10-08 12:00:00;CHL;72;;0;1;1;;;;;;;
389;2022-03-09 12:00:00;CHL;50;;0;1;1;;;;;;;
390;2022-06-20 12:00:00;CHL;57;;0;1;1;;;;;;;
391;2022-10-05 12:00:00;CHL;65;;0;1;1;;;;;;;
392;2023-05-24 12:00:00;CHL;23;;0;1;1;;;;;;;
393;2023-10-11 12:00:00;CHL;50;;0;1;1;;;;;;;
394;2024-05-21 12:00:00;CHL;50;;0;1;1;;;;;;;
395;2021-06-17 12:00:00;CHL;6963;;0;1;1;;;;;;;
396;2021-11-05 12:00:00;CHL;6963;;0;1;1;;;;;;;
397;2022-05-21 12:00:00;CHL;6963;;0;1;1;;;;;;;
398;2022-11-02 12:00:00;CHL;58;;0;1;1;;;;;;;
399;2023-05-17 12:00:00;CHL;72;;0;1;1;;;;;;;
400;2023-12-13 12:00:00;CHL;58;;0;1;1;;;;;;;
401;2024-06-05 12:00:00;CHL;57;;0;1;1;;;;;;;
402;2021-06-12 12:00:00;CHL;57;;0;1;1;;;;;;;
403;2021-10-09 12:00:00;CHL;58;;0;1;1;;;;;;;
404;2022-04-30 12:00:00;CHL;108;;0;1;1;;;;;;;
405;2022-12-09 12:00:00;CHL;90;;0;1;1;;;;;;;
406;2023-05-18 12:00:00;CHL;66;;0;1;1;;;;;;;
407;2024-01-16 12:00:00;CHL;80;;0;1;1;;;;;;;
408;2024-06-26 12:00:00;CHL;98;;0;1;1;;;;;;;
409;2021-06-22 12:00:00;CHL;6954;;0;1;1;;;;;;;
410;2021-10-15 12:00:00;CHL;57;;0;1;1;;;;;;;
411;2022-04-25 12:00:00;CHL;89;;0;1;1;;;;;;;
412;2022-10-08 12:00:00;CHL;89;;0;1;1;;;;;;;
413;2023-04-26 12:00:00;CHL;89;;0;1;1;;;;;;;
414;2023-11-22 12:00:00;CHL;116;;0;1;1;;;;;;;
415;2024-05-09 12:00:00;CHL;89;;0;1;1;;;;;;;
416;2021-06-30 12:00:00;CHL;23;;0;1;1;;;;;;;
417;2021-10-28 12:00:00;CHL;50;;0;1;1;;;;;;;
418;2022-04-08 12:00:00;CHL;88;;0;1;1;;;;;;;
419;2022-10-03 12:00:00;CHL;146;;0;1;1;;;;;;;
420;2023-05-16 12:00:00;CHL;72;;0;1;1;;;;;;;
421;2023-11-08 12:00:00;CHL;58;;0;1;1;;;;;;;
422;2024-06-04 12:00:00;CHL;57;;0;1;1;;;;;;;
423;2022-04-03 12:00:00;CHL;58;;0;1;1;;;;;;;
424;2022-09-23 12:00:00;CHL;50;;0;1;1;;;;;;;
425;2023-02-16 12:00:00;CHL;50;;0;1;1;;;;;;;
426;2023-09-13 12:00:00;CHL;57;;0;1;1;;;;;;;
427;2024-04-17 12:00:00;CHL;235;;0;1;1;;;;;;;
428;2021-03-11 12:00:00;CHL;58;;0;0;0;;;;;;;
429;2021-09-23 12:00:00;CHL;72;;0;1;1;;;;;;;
430;2022-02-06 12:00:00;CHL;40;;0;1;1;;;;;;;
431;2022-08-06 12:00:00;CHL;746;;0;1;1;;;;;;;
432;2023-01-25 12:00:00;CHL;65;;0;1;1;;;;;;;
433;2023-08-17 12:00:00;CHL;212;;0;1;1;;;;;;;
434;2024-02-07 12:00:00;CHL;212;;0;1;1;;;;;;;
435;2021-06-15 12:00:00;CHL;72;;0;1;1;;;;;;;
436;2021-10-02 12:00:00;CHL;6963;;0;1;1;;;;;;;
437;2022-04-26 12:00:00;CHL;78;;0;1;1;;;;;;;
438;2022-10-09 12:00:00;CHL;78;;0;1;1;;;;;;;
439;2023-04-27 12:00:00;CHL;78;;0;1;1;;;;;;;
440;2023-11-29 12:00:00;CHL;58;;0;1;1;;;;;;;
441;2024-05-08 12:00:00;CHL;78;;0;1;1;;;;;;;
442;2022-01-23 12:00:00;CHL;89;;0;0;0;;;;;;;
443;2022-06-04 12:00:00;CHL;72;;0;1;1;;;;;;;
444;2022-12-10 12:00:00;CHL;72;;0;1;1;;;;;;;
445;2023-07-26 12:00:00;CHL;212;;0;1;1;;;;;;;
446;2024-01-17 12:00:00;CHL;72;;0;1;1;;;;;;;
447;2021-07-26 12:00:00;CHL;57;;0;1;1;;;;;;;
448;2021-11-18 12:00:00;CHL;23;;0;1;1;;;;;;;
449;2022-06-07 12:00:00;CHL;108;;0;1;1;;;;;;;
450;2022-11-30 12:00:00;CHL;23;;0;1;1;;;;;;;
451;2023-06-30 12:00:00;CHL;116;;0;1;1;;;;;;;
452;2023-11-30 12:00:00;CHL;89;;0;1;1;;;;;;;
453;2022-01-23 12:00:00;CHL;89;;0;1;1;;;;;;;
454;2022-06-19 12:00:00;CHL;57;;0;1;1;;;;;;;
455;2022-12-05 12:00:00;CHL;57;;0;1;1;;;;;;;
456;2023-06-25 12:00:00;CHL;40;;0;1;1;;;;;;;
457;2024-01-25 12:00:00;CHL;57;;0;1;1;;;;;;;
458;2021-06-08 12:00:00;CHL;57;;0;1;1;;;;;;;
459;2021-11-17 12:00:00;CHL;23;;0;1;1;;;;;;;
460;2022-05-10 12:00:00;CHL;6954;;0;1;1;;;;;;;
461;2022-10-10 12:00:00;CHL;78;;0;1;1;;;;;;;
462;2023-06-29 12:00:00;CHL;98;;0;1;1;;;;;;;
463;2023-11-21 12:00:00;CHL;78;;0;1;1;;;;;;;
464;2024-06-19 12:00:00;CHL;115;;0;1;1;;;;;;;
465;2021-04-22 12:00:00;CHL;130;;0;1;1;;;;;;;
466;2021-11-08 12:00:00;CHL;694;;0;1;1;;;;;;;
467;2022-05-30 12:00:00;CHL;402;;0;1;1;;;;;;;
468;2022-11-14 12:00:00;CHL;243;;0;1;1;;;;;;;
469;2023-04-07 12:00:00;CHL;243;;0;1;1;;;;;;;
470;2023-11-19 12:00:00;CHL;840;;0;1;1;;;;;;;
471;2024-05-19 12:00:00;CHL;1571;;0;1;1;;;;;;;
472;2022-01-23 12:00:00;CHL;78;;0;1;1;;;;;;;
473;2022-06-22 12:00:00;CHL;58;;0;1;1;;;;;;;
474;2022-11-06 12:00:00;CHL;146;;0;1;1;;;;;;;
475;2023-06-11 12:00:00;CHL;146;;0;1;1;;;;;;;
476;2024-01-11 12:00:00;CHL;146;;0;1;1;;;;;;;
477;2024-06-12 12:00:00;CHL;146;;0;1;1;;;;;;;
478;2022-11-15 12:00:00;CHL;66;;0;0;0;;;;;;;
479;2023-05-12 12:00:00;CHL;57;;0;1;1;;;;;;;
480;2023-11-09 12:00:00;CHL;58;;0;1;1;;;;;;;
481;2024-04-23 12:00:00;CHL;66;;0;1;1;;;;;;;
482;2022-02-28 12:00:00;CHL;6963;;0;1;1;;;;;;;
483;2022-06-08 12:00:00;CHL;108;;0;1;1;;;;;;;
484;2023-01-17 12:00:00;CHL;146;;0;1;1;;;;;;;
485;2023-07-11 12:00:00;CHL;80;;0;1;1;;;;;;;
486;2022-09-19 12:00:00;CHL;23;;0;1;1;;;;;;;
487;2023-02-15 12:00:00;CHL;80;;0;1;1;;;;;;;
488;2023-10-17 12:00:00;CHL;40;;0;1;1;;;;;;;
489;2024-04-08 12:00:00;CHL;50;;0;1;1;;;;;;;
490;2021-09-10 12:00:00;CHL;40;;0;1;1;;;;;;;
491;2022-01-05 12:00:00;CHL;40;;0;1;1;;;;;;;
492;2022-07-08 12:00:00;CHL;65;;0;1;1;;;;;;;
493;2023-01-24 12:00:00;CHL;88;;0;1;1;;;;;;;
494;2023-08-10 12:00:00;CHL;116;;0;1;1;;;;;;;
495;2024-03-13 12:00:00;CHL;154;;0;1;1;;;;;;;
496;2022-06-05 12:00:00;CHL;50;;0;1;1;;;;;;;
497;2022-11-07 12:00:00;CHL;124;;0;1;1;;;;;;;
498;2024-01-10 12:00:00;CHL;124;;0;1;1;;;;;;;
499;2024-06-13 12:00:00;CHL;124;;0;1;1;;;;;;;
500;2021-06-28 12:00:00;CHL;23;;0;1;1;;;;;;;
501;2021-11-03 12:00:00;CHL;66;;0;1;1;;;;;;;
502;2022-04-28 12:00:00;CHL;72;;0;1;1;;;;;;;
503;2022-10-04 12:00:00;CHL;124;;0;1;1;;;;;;;
504;2023-04-20 12:00:00;CHL;23;;0;1;1;;;;;;;
505;2023-12-02 12:00:00;CHL;80;;0;1;1;;;;;;;
506;2024-06-11 12:00:00;CHL;146;;0;1;1;;;;;;;
507;2022-04-05 12:00:00;CHL;23;;0;1;1;;;;;;;
508;2022-09-24 12:00:00;CHL;50;;0;1;1;;;;;;;
509;2023-02-07 12:00:00;CHL;66;;0;1;1;;;;;;;
510;2023-10-18 12:00:00;CHL;40;;0;1;1;;;;;;;
511;2024-04-03 12:00:00;CHL;212;;0;1;1;;;;;;;
512;2022-04-06 12:00:00;CHL;72;;0;1;1;;;;;;;
513;2022-09-26 12:00:00;CHL;746;;0;1;1;;;;;;;
514;2023-02-14 12:00:00;CHL;80;;0;1;1;;;;;;;
515;2023-10-20 12:00:00;CHL;212;;0;1;1;;;;;;;
516;2024-03-12 12:00:00;CHL;139;;0;1;1;;;;;;;
517;2021-06-06 12:00:00;CHL;6954;;0;1;1;;;;;;;
518;2021-10-10 12:00:00;CHL;58;;0;1;1;;;;;;;
519;2022-04-09 12:00:00;CHL;88;;0;1;1;;;;;;;
520;2022-10-07 12:00:00;CHL;89;;0;1;1;;;;;;;
521;2023-06-24 12:00:00;CHL;40;;0;1;1;;;;;;;
522;2023-12-12 12:00:00;CHL;58;;0;1;1;;;;;;;
523;2024-05-29 12:00:00;CHL;154;;0;1;1;;;;;;;
524;2022-09-18 12:00:00;CHL;23;;0;1;1;;;;;;;
525;2023-03-10 12:00:00;CHL;108;;0;1;1;;;;;;;
526;2023-10-13 12:00:00;CHL;58;;0;1;1;;;;;;;
527;2024-04-04 12:00:00;CHL;212;;0;1;1;;;;;;;
528;2021-02-25 12:00:00;CHL;57;;0;0;0;;;;;;;
529;2021-09-15 12:00:00;CHL;50;;0;1;1;;;;;;;
530;2022-01-16 12:00:00;CHL;57;;0;1;1;;;;;;;
531;2022-07-09 12:00:00;CHL;65;;0;1;1;;;;;;;
532;2023-01-18 12:00:00;CHL;146;;0;1;1;;;;;;;
533;2023-08-24 12:00:00;CHL;98;;0;1;1;;;;;;;
534;2024-01-26 12:00:00;CHL;57;;0;1;1;;;;;;;
535;2023-11-04 12:00:00;CHL;66;;0;1;1;;;;;;;
536;2024-04-24 12:00:00;CHL;66;;0;1;1;;;;;;;
537;2021-03-11 12:00:00;CHL;57;;0;0;0;;;;;;;
538;2021-09-22 12:00:00;CHL;72;;0;1;1;;;;;;;
539;2022-02-05 12:00:00;CHL;40;;0;1;1;;;;;;;
540;2022-08-07 12:00:00;CHL;746;;0;1;1;;;;;;;
541;2023-01-26 12:00:00;CHL;65;;0;1;1;;;;;;;
542;2023-08-16 12:00:00;CHL;88;;0;1;1;;;;;;;
543;2024-02-06 12:00:00;CHL;88;;0;1;1;;;;;;;
544;2022-11-03 12:00:00;CHL;78;;0;0;0;;;;;;;
545;2023-03-15 12:00:00;CHL;88;;0;1;1;;;;;;;
546;2023-10-27 12:00:00;CHL;116;;0;1;1;;;;;;;
547;2024-04-25 12:00:00;CHL;66;;0;1;1;;;;;;;
548;2021-09-14 12:00:00;CHL;50;;0;1;1;;;;;;;
549;2022-01-27 12:00:00;CHL;746;;0;1;1;;;;;;;
550;2022-07-10 12:00:00;CHL;65;;0;1;1;;;;;;;
551;2023-08-23 12:00:00;CHL;98;;0;1;1;;;;;;;
552;2024-01-24 12:00:00;CHL;57;;0;1;1;;;;;;;
553;2022-11-22 12:00:00;CHL;7056;;0;1;1;;;;;;;
554;2023-03-18 12:00:00;CHL;248;;0;1;1;;;;;;;
555;2023-09-30 12:00:00;CHL;7056;;0;1;1;;;;;;;
556;2024-03-02 12:00:00;CHL;24;;0;1;1;;;;;;;
557;2021-06-06 12:00:00;CHL;58;;0;1;1;;;;;;;
558;2022-04-17 12:00:00;CHL;6963;;0;1;1;;;;;;;
559;2022-09-30 12:00:00;CHL;40;;0;1;1;;;;;;;
560;2023-02-08 12:00:00;CHL;66;;0;1;1;;;;;;;
561;2023-09-05 12:00:00;CHL;146;;0;1;1;;;;;;;
562;2024-03-27 12:00:00;CHL;146;;0;1;1;;;;;;;
563;2022-05-04 12:00:00;CHL;72;;0;0;0;;;;;;;
564;2022-11-08 12:00:00;CHL;124;;0;1;1;;;;;;;
565;2023-04-19 12:00:00;CHL;23;;0;1;1;;;;;;;
566;2023-11-16 12:00:00;CHL;88;;0;1;1;;;;;;;
567;2024-04-09 12:00:00;CHL;80;;0;1;1;;;;;;;
568;2023-03-09 12:00:00;CHL;58;;0;0;0;;;;;;;
569;2023-09-14 12:00:00;CHL;57;;0;1;1;;;;;;;
570;2024-02-27 12:00:00;CHL;98;;0;1;1;;;;;;;
571;2022-09-27 12:00:00;CHL;746;;0;1;1;;;;;;;
572;2023-11-23 12:00:00;CHL;116;;0;1;1;;;;;;;
573;2024-04-18 12:00:00;CHL;235;;0;1;1;;;;;;;
574;2021-01-18 12:00:00;CHL;714;;0;1;1;;;;;;;
575;2021-07-13 12:00:00;CHL;402;;0;1;1;;;;;;;
576;2022-01-04 12:00:00;CHL;401;;0;1;1;;;;;;;
577;2022-07-18 12:00:00;CHL;402;;0;1;1;;;;;;;
578;2023-01-18 12:00:00;CHL;401;;0;1;1;;;;;;;
579;2023-06-04 12:00:00;CHL;367;;0;1;1;;;;;;;
580;2024-01-22 12:00:00;CHL;785;;0;1;1;;;;;;;
581;2022-04-07 12:00:00;CHL;7056;;0;1;1;;;;;;;
582;2022-10-12 12:00:00;CHL;7056;;0;1;1;;;;;;;
583;2023-03-16 12:00:00;CHL;2475;;0;1;1;;;;;;;
584;2023-10-02 12:00:00;CHL;7056;;0;1;1;;;;;;;
585;2024-03-09 12:00:00;CHL;419;;0;1;1;;;;;;;
586;2021-09-16 12:00:00;CHL;50;;0;1;1;;;;;;;
587;2022-02-13 12:00:00;CHL;89;;0;1;1;;;;;;;
588;2022-08-05 12:00:00;CHL;88;;0;1;1;;;;;;;
589;2023-02-09 12:00:00;CHL;66;;0;1;1;;;;;;;
590;2023-09-07 12:00:00;CHL;78;;0;1;1;;;;;;;
591;2024-03-21 12:00:00;CHL;115;;0;1;1;;;;;;;
592;2023-03-27 12:00:00;CHL;23;;0;0;0;;;;;;;
593;2023-09-19 12:00:00;CHL;89;;0;1;1;;;;;;;
594;2024-02-26 12:00:00;CHL;98;;0;1;1;;;;;;;
595;2022-11-09 12:00:00;CHL;58;;0;0;0;;;;;;;
596;2023-05-26 12:00:00;CHL;58;;0;1;1;;;;;;;
597;2023-11-07 12:00:00;CHL;58;;0;1;1;;;;;;;
598;2024-05-23 12:00:00;CHL;58;;0;1;1;;;;;;;
599;2022-11-08 12:00:00;CHL;72;;0;0;0;;;;;;;
600;2023-04-10 12:00:00;CHL;108;;0;1;1;;;;;;;
601;2023-11-15 12:00:00;CHL;88;;0;1;1;;;;;;;
602;2024-05-15 12:00:00;CHL;139;;0;1;1;;;;;;;
603;2023-03-10 12:00:00;CHL;50;;0;0;0;;;;;;;
604;2023-09-20 12:00:00;CHL;89;;0;1;1;;;;;;;
605;2024-03-14 12:00:00;CHL;154;;0;1;1;;;;;;;
606;2023-09-27 12:00:00;CHL;90;;0;1;1;;;;;;;
607;2024-03-20 12:00:00;CHL;115;;0;1;1;;;;;;;
608;2024-02-25 12:00:00;CHL;98;;0;1;1;;;;;;;
609;2023-04-18 12:00:00;CHL;23;;0;1;1;;;;;;;
610;2023-11-14 12:00:00;CHL;88;;0;1;1;;;;;;;
611;2024-05-14 12:00:00;CHL;139;;0;1;1;;;;;;;
612;2023-03-11 12:00:00;CHL;108;;0;1;1;;;;;;;
613;2023-11-28 12:00:00;CHL;89;;0;1;1;;;;;;;
614;2024-05-28 12:00:00;CHL;154;;0;1;1;;;;;;;
615;2021-01-21 12:00:00;CHL;402;;0;1;1;;;;;;;
616;2021-07-30 12:00:00;CHL;130;;0;1;1;;;;;;;
617;2022-01-24 12:00:00;CHL;378;;0;1;1;;;;;;;
618;2022-06-19 12:00:00;CHL;367;;0;1;1;;;;;;;
619;2023-01-30 12:00:00;CHL;694;;0;1;1;;;;;;;
620;2023-06-16 12:00:00;CHL;402;;0;1;1;;;;;;;
621;2023-12-31 12:00:00;CHL;756;;0;1;1;;;;;;;
622;2023-09-26 12:00:00;CHL;90;;0;1;1;;;;;;;
623;2024-03-28 12:00:00;CHL;146;;0;1;1;;;;;;;
624;2022-05-05 12:00:00;CHL;72;;0;0;0;;;;;;;
625;2022-09-28 12:00:00;CHL;746;;0;1;1;;;;;;;
626;2023-10-19 12:00:00;CHL;212;;0;1;1;;;;;;;
627;2024-05-07 12:00:00;CHL;78;;0;1;1;;;;;;;
628;2021-10-01 12:00:00;CHL;748;;0;1;1;;;;;;;
629;2021-10-02 12:00:00;CHL;730;;0;1;1;;;;;;;
630;2022-03-20 12:00:00;CHL;367;;0;1;1;;;;;;;
631;2022-10-10 12:00:00;CHL;304;;0;1;1;;;;;;;
632;2023-03-13 12:00:00;CHL;402;;0;1;1;;;;;;;
633;2023-09-19 12:00:00;CHL;367;;0;1;1;;;;;;;
634;2024-03-04 12:00:00;CHL;243;;0;1;1;;;;;;;
635;2021-04-14 12:00:00;CHL;196;;0;1;1;;;;;;;
636;2021-10-04 12:00:00;CHL;386;;0;1;1;;;;;;;
637;2022-03-25 12:00:00;CHL;459;;0;1;1;;;;;;;
638;2022-09-29 12:00:00;CHL;401;;0;1;1;;;;;;;
639;2023-02-11 12:00:00;CHL;700;;0;1;1;;;;;;;
640;2023-09-12 12:00:00;CHL;756;;0;1;1;;;;;;;
641;2024-03-11 12:00:00;CHL;359;;0;1;1;;;;;;;
642;2021-02-07 12:00:00;CHL;402;;0;1;1;;;;;;;
643;2021-07-10 12:00:00;CHL;218;;0;1;1;;;;;;;
644;2022-02-13 12:00:00;CHL;359;;0;1;1;;;;;;;
645;2022-06-22 12:00:00;CHL;748;;0;1;1;;;;;;;
646;2023-02-03 12:00:00;CHL;748;;0;1;1;;;;;;;
647;2023-08-14 12:00:00;CHL;714;;0;1;1;;;;;;;
648;2024-02-08 12:00:00;CHL;840;;0;1;1;;;;;;;
649;2023-04-10 12:00:00;CHL;58;;0;0;0;;;;;;;
650;2023-10-25 12:00:00;CHL;116;;0;1;1;;;;;;;
651;2024-03-26 12:00:00;CHL;146;;0;1;1;;;;;;;
652;2021-06-13 12:00:00;CHL;344;;0;1;1;;;;;;;
653;2022-01-15 12:00:00;CHL;130;;0;1;1;;;;;;;
654;2022-05-16 12:00:00;CHL;367;;0;1;1;;;;;;;
655;2022-12-05 12:00:00;CHL;304;;0;1;1;;;;;;;
656;2023-07-06 12:00:00;CHL;402;;0;1;1;;;;;;;
657;2024-01-14 12:00:00;CHL;1571;;0;1;1;;;;;;;
658;2021-04-23 12:00:00;CHL;130;;0;1;1;;;;;;;
659;2021-12-09 12:00:00;CHL;402;;0;1;1;;;;;;;
660;2022-04-15 12:00:00;CHL;243;;0;1;1;;;;;;;
661;2022-11-01 12:00:00;CHL;359;;0;1;1;;;;;;;
662;2023-05-23 12:00:00;CHL;402;;0;1;1;;;;;;;
663;2023-12-20 12:00:00;CHL;402;;0;1;1;;;;;;;
664;2024-05-30 12:00:00;CHL;402;;0;1;1;;;;;;;
665;2021-04-06 12:00:00;CHL;402;;0;1;1;;;;;;;
666;2021-12-12 12:00:00;CHL;243;;0;1;1;;;;;;;
667;2022-05-28 12:00:00;CHL;739;;0;1;1;;;;;;;
668;2022-11-07 12:00:00;CHL;748;;0;1;1;;;;;;;
669;2023-05-02 12:00:00;CHL;694;;0;1;1;;;;;;;
670;2023-11-10 12:00:00;CHL;433;;0;1;1;;;;;;;
671;2024-06-13 12:00:00;CHL;918;;0;1;1;;;;;;;
672;2021-06-12 12:00:00;CHL;6954;;0;1;1;;;;;;;
673;2021-10-17 12:00:00;CHL;57;;0;1;1;;;;;;;
674;2023-06-16 12:00:00;CHL;57;;0;1;1;;;;;;;
675;2021-12-30 12:00:00;CHL;80;;0;1;1;;;;;;;
676;2022-05-06 12:00:00;CHL;747;;0;1;1;;;;;;;
677;2022-12-02 12:00:00;CHL;747;;0;1;1;;;;;;;
678;2023-06-30 12:00:00;CHL;747;;0;1;1;;;;;;;
679;2023-11-29 12:00:00;CHL;747;;0;1;1;;;;;;;
680;2024-03-07 12:00:00;CHL;747;;0;1;1;;;;;;;
681;2021-02-15 12:00:00;CHL;196;;0;1;1;;;;;;;
682;2021-09-30 12:00:00;CHL;694;;0;1;1;;;;;;;
683;2022-03-26 12:00:00;CHL;419;;0;1;1;;;;;;;
684;2022-09-26 12:00:00;CHL;378;;0;1;1;;;;;;;
685;2023-02-13 12:00:00;CHL;377;;0;1;1;;;;;;;
686;2023-09-08 12:00:00;CHL;684;;0;1;1;;;;;;;
687;2024-02-09 12:00:00;CHL;243;;0;1;1;;;;;;;
688;2021-06-11 12:00:00;CHL;747;;0;1;1;;;;;;;
689;2022-02-03 12:00:00;CHL;730;;0;1;1;;;;;;;
690;2022-07-12 12:00:00;CHL;748;;0;1;1;;;;;;;
691;2023-01-13 12:00:00;CHL;764;;0;1;1;;;;;;;
692;2023-08-06 12:00:00;CHL;378;;0;1;1;;;;;;;
693;2024-01-28 12:00:00;CHL;763;;0;1;1;;;;;;;
694;2021-04-09 12:00:00;CHL;235;;0;1;1;;;;;;;
695;2021-09-17 12:00:00;CHL;248;;0;1;1;;;;;;;
696;2022-04-07 12:00:00;CHL;298;;0;1;1;;;;;;;
697;2022-10-17 12:00:00;CHL;377;;0;1;1;;;;;;;
698;2023-04-03 12:00:00;CHL;694;;0;1;1;;;;;;;
699;2023-09-15 12:00:00;CHL;840;;0;1;1;;;;;;;
700;2024-04-06 12:00:00;CHL;402;;0;1;1;;;;;;;
701;2021-06-13 12:00:00;CHL;748;;0;1;1;;;;;;;
702;2021-12-22 12:00:00;CHL;377;;0;1;1;;;;;;;
703;2022-06-14 12:00:00;CHL;477;;0;1;1;;;;;;;
704;2022-12-08 12:00:00;CHL;477;;0;1;1;;;;;;;
705;2023-06-09 12:00:00;CHL;477;;0;1;1;;;;;;;
706;2023-12-20 12:00:00;CHL;377;;0;1;1;;;;;;;
707;2024-05-17 12:00:00;CHL;477;;0;1;1;;;;;;;
708;2021-01-17 12:00:00;CHL;115;;0;1;1;;;;;;;
709;2021-07-29 12:00:00;CHL;154;;0;1;1;;;;;;;
710;2022-01-23 12:00:00;CHL;748;;0;1;1;;;;;;;
711;2022-05-11 12:00:00;CHL;304;;0;1;1;;;;;;;
712;2023-01-19 12:00:00;CHL;700;;0;1;1;;;;;;;
713;2023-07-07 12:00:00;CHL;402;;0;1;1;;;;;;;
714;2024-01-10 12:00:00;CHL;748;;0;1;1;;;;;;;
715;2024-04-17 12:00:00;CHL;477;;0;1;1;;;;;;;
716;2022-12-17 12:00:00;CHL;2475;;0;0;0;;;;;;;
717;2023-03-15 12:00:00;CHL;2475;;0;1;1;;;;;;;
718;2023-09-12 12:00:00;CHL;7056;;0;1;1;;;;;;;
719;2024-03-08 12:00:00;CHL;248;;0;1;1;;;;;;;
720;2021-05-10 12:00:00;CHL;242;;0;1;1;;;;;;;
721;2021-10-16 12:00:00;CHL;243;;0;1;1;;;;;;;
722;2022-03-24 12:00:00;CHL;291;;0;1;1;;;;;;;
723;2022-10-19 12:00:00;CHL;401;;0;1;1;;;;;;;
724;2023-03-24 12:00:00;CHL;402;;0;1;1;;;;;;;
725;2023-10-05 12:00:00;CHL;459;;0;1;1;;;;;;;
726;2024-04-27 12:00:00;CHL;303;;0;1;1;;;;;;;
727;2024-03-22 12:00:00;CHL;80;;0;0;0;;;;;;;
728;2024-04-22 12:00:00;CHL;58;;0;0;0;;;;;;;
729;2021-04-28 12:00:00;CHL;747;;0;1;1;;;;;;;
730;2021-11-23 12:00:00;CHL;291;;0;1;1;;;;;;;
731;2022-04-06 12:00:00;CHL;298;;0;1;1;;;;;;;
732;2022-11-27 12:00:00;CHL;243;;0;1;1;;;;;;;
733;2023-04-23 12:00:00;CHL;1571;;0;1;1;;;;;;;
734;2023-11-06 12:00:00;CHL;739;;0;1;1;;;;;;;
735;2021-05-25 12:00:00;CHL;242;;0;1;1;;;;;;;
736;2021-11-18 12:00:00;CHL;730;;0;1;1;;;;;;;
737;2022-05-06 12:00:00;CHL;291;;0;1;1;;;;;;;
738;2022-10-25 12:00:00;CHL;402;;0;1;1;;;;;;;
739;2023-05-03 12:00:00;CHL;402;;0;1;1;;;;;;;
740;2023-10-28 12:00:00;CHL;705;;0;1;1;;;;;;;
741;2024-04-30 12:00:00;CHL;359;;0;1;1;;;;;;;
742;2021-05-30 12:00:00;CHL;476;;0;1;1;;;;;;;
743;2021-11-13 12:00:00;CHL;115;;0;1;1;;;;;;;
744;2022-04-29 12:00:00;CHL;419;;0;1;1;;;;;;;
745;2022-10-30 12:00:00;CHL;367;;0;1;1;;;;;;;
746;2023-06-10 12:00:00;CHL;433;;0;1;1;;;;;;;
747;2023-11-18 12:00:00;CHL;805;;0;1;1;;;;;;;
748;2024-04-20 12:00:00;CHL;684;;0;1;1;;;;;;;
749;2024-04-20 12:00:00;CHL;58;;0;0;0;;;;;;;
750;2021-05-19 12:00:00;CHL;291;;0;1;1;;;;;;;
751;2021-12-06 12:00:00;CHL;748;;0;1;1;;;;;;;
752;2022-04-05 12:00:00;CHL;377;;0;1;1;;;;;;;
753;2022-12-02 12:00:00;CHL;377;;0;1;1;;;;;;;
754;2023-06-23 12:00:00;CHL;402;;0;1;1;;;;;;;
755;2023-11-03 12:00:00;CHL;66;;0;0;0;;;;;;;
756;2024-05-16 12:00:00;CHL;139;;0;1;1;;;;;;;
757;2022-10-11 12:00:00;CHL;7056;;0;1;1;;;;;;;
758;2023-04-10 12:00:00;CHL;7056;;0;1;1;;;;;;;
759;2023-10-21 12:00:00;CHL;7056;;0;1;1;;;;;;;
760;2024-04-02 12:00:00;CHL;419;;0;1;1;;;;;;;
761;2021-05-06 12:00:00;CHL;344;;0;1;1;;;;;;;
762;2021-11-16 12:00:00;CHL;130;;0;1;1;;;;;;;
